Header2,header3,header4
434,AF,PART OR ALL OF REPORTED PERIOD OF COMBAT TAX HISTORY ALREADY POSTED TO MASTER RECORD.
434,AG,REPORTED LOCATION CODE INVALID.
434,FG,A TRANSACTION HAS POSTED WHICH AFFECTS LWAS. MEMBERS REQUESTED LWAS BEGIN DATE HAS BEEN CHANGED TO ZEROS.
434,GJ,PARTIAL LOST LEAVE RESTORED.  VERIFY AND ADJUST ACCORDINGLY.
434,HJ,"""DUE TO REPORTING RETRO DATA"
434,AD,PART OR ALL OF REPORTED PERIOD OF TAX EXCL ALREADY POSTED TO MASTER RECORD.
434,AB,INVALID MASTER RECORD COMP CODE FOR COMBAT LEAVE ACCRUAL.
435,G,NUMBER OF STATE CODES CANNOT EXCEED 4 PER YEAR.
435,F,REPORTED STATE CODE INVALID.
435,AA,LEGAL TAX RESIDENT CODE POSTED TO MR ALTERNATE TAX IS TERMINATED.
436,AA,REPORTED RUC NOT VALID.
436,B,"""REPORTED RUC INVALID"
437,AD,MASTER RECORD CONTAINS INSUFFICIENT 977 RMK INFO FOR PROCESSING.  CONTACT MISSO FOR ASSIST.
437,AF,INVALID TRANSACTION.  MUST REPORT TTC 433 TO STOP CZTE.
437,AH,CBT-LV EARNED CANNOT BE GREATER THAN 2.5 DAYS.
437,FG,A TRANSACTION HAS POSTED WHICH AFFECTS LWAS. MEMBERS REQUESTED LWAS BEGIN DATE HAS BEEN CHANGED TO ZEROS.
437,GJ,PARTIAL LOST LEAVE RESTORED.  VERIFY AND ADJUST ACCORDINGLY.
437,HJ,"""DUE TO REPORTING RETRO DATA"
437,AA,REPORTED DATE INVALID.
437,AB,REPORTED BACK-OUT PERIOD OF TAX EXCLUSION IS PRIOR TO RETRO PERIOD ALLOWED.  CONTACT FO FOR APPROP ADJUSTMENT.
437,AC,MASTER RECORD CONTAINS INSUFFICIENT 604 RMK INFO FOR PROCESSING.  CONTACT MISSO FOR ASSIST.
441,AA,THE PROJECTED ACDU DATE CANNOT BE LESS THAN THE TRICARE ELIG BEGIN DATE.  RE-REPORT.
441,AG,MEMBER MUST BE AN OFFICER TO BE ELIGIBLE FOR THE TRICARE 708 BENEFIT.
441,AH,MEMBER NOT ELIGIBLE FOR TRICARE 708 BENEFIT PRIOR TO COMMISSIONING DATE.
441,AI,MEMBER CURRENTLY HAS TRICARE ELIBILITY DATES ON MCTFS MASTER FILE.  REPORT DEL/ADD OR DEL AS ERR TO CORRECT THE RECORD.
441,AJ,TRANSACTION RESTRICTED TO REPORTING BY RUC '54826' ONLY.
441,AC,ENCODED TRICARE ELIGIBILITY DATE IS NOT A VALID DATE.  RE-REPORT.
441,AB,THE PROJECTED ACTIVE DUTY DATE IS NOT A VALID DATE.  RE-REPORT.
441,AK,MEMBER DOES NOT RATE SECTION 708 TRICARE COVERAGE ON THE LAST DAY OF ACTIVE DUTY.
441,AE,MATCH FOR DEL AS ERRON STATEMENT CANNOT BE FOUND IN MASTER RECORD.
442,M,NO OPEN 604 REMARK - CONTACT MISSO FOR ASSISTANCE.
442,I,REPORTED DATE INVALID.
442,H,MR DOES NOT REFLECT CURRENT ENTITLEMENT TO TAX EXCLUSION.
442,G,ED ERROR. MR REFLFCTS ADD TAX WITHHOLDING ON EFFECTIVE DATE.
442,F,REPORTED AMOUNT NOT NUMERIC. ZEROS NOT VALID.
443,F,REPORTED DATE INVALID.
443,AB,NO COMBAT ADDITIONAL TAX WITHHOLDING IN MASTER RECORD.
444,K,UNABLE TO PROCESS TRANSACTION.  MBR NOT CURRENTLY ASG AS CG/CO/OIC.
444,I,MBR CURRENTLY ASG AS CG/CO/OIC.  RPT TOUR COMPLETED/TERMINATED BEFORE REPORTING A NEW CG/CO/OIC TOUR.
444,H,THIS TRANSACTION APPLIES TO OFFICERS ONLY.
444,AG,CANNOT REPORT ASSIGNMENT CODE 1 WITH TTC 444 000.
444,AF,REPORTED CG/CO/OIC ASSIGNMENT DATE MUST BE BEFORE COMPLETION DATE.  RESEARCH AND RESUBMIT.
444,AE,"""IF NECESSARY"
444,AD,REPORTED CG/CO/OIC DATE OVERLAPS A PREVIOUS ASSIGNMENT ON 111-RMK.  RESEARCH AND RESUBMIT.
444,AC,REPORTED CG/CO/OIC EFF DATE MUST BE GREATER THAN DATE ASSIGNED IN THE 111 RMK.  RESEARCH AND RESUBMIT.
444,AB,CG/CO/OIC ASSIGNMENT CODE CONTAINS AN INVALID DATE OR IS NO LONGER REPORTABLE.  RESEARCH TABLE 71 GROUP 80 ITEM 45 AND RESUBMIT.
444,AA,"""CG/CO/OIC ASSIGNMENT CODE NOT VALID.  REFER TO TABLE 71"
444,AH,CANNOT REPORT ASSIGNMENT CODE 1 OR XN WITH TTC 444 001.
445,K,20 YR LTR EFFECTIVE DATE INVALID MUST BE YYYYMMDD AND CANNOT BE ALL ZEROS.
445,B,CHANGE RUC MUST EQUAL 548XX
445,H,DELETE CANNOT BE PROCESSED. MASTER RECORD 20YR FLAG DOES NOT EQUAL 1.
445,F,REPORTED CODE INVALID.
446,F,REPORTED JURISDICTION CODE INVALID.
446,AE,ENCODED RUC NOT VALID FOR THIS SSN.
446,RR,THE ENCODED RUC CAN NOT BE 45XXX OR 46XXX.
447,M,UNIT STILL AT ZERO STRENGTH IN CYCLE AFTER INITIAL DIARY ENTRY WAS PROCESSED.
447,J,CHG PASSED ALL EDITS IN FIELD BUT FAILED TABLES EDIT AT CNTRL INDICATING BAD CFM TABLES.
447,I,CHG FAILED AT CENTRAL FOR INVALID RUC/MCC AGAINST TABLES AND ALSO IN FIELD FOR ERROR NOTED.
447,F,"""INVALID PAP REPORTED"
447,B,"""RUC ESTABLISHED ON UD LOG BUT REPORTED RUC/MCC FAILED TABLES EDIT"
447,G,"""INVALID MCC REPORTED"
447,N,"""CHG PASSED TABLES EDIT AT CNTRL BUT FAILED IN FIELD"
448,AC,TRANSACTION RESTRICTED TO MISSO REPORTING. CONTACT YOUR MISSO FOR ASSISTANCE.
448,AK,DUPLICATE TRANSACTION. INFORMATION ON MASTER FILE.
448,B,"""REPORTED RUC OR MCC INVALID"
448,H,MASTER RECORD IN A TRANSFER STATUS.
450,FG,YOU ARE REQUIRED TO COMPLETE TRAINING EVENT CODE 'FG' FOR ANNUAL FINANCIAL EDUCATION (CONTINUATION PAY) WITHIN 30 DAYS. CONTACT YOUR INSTALLATION PERSONAL FINANCIAL MANAGEMENT PROGRAM STAFF (PFM) OR YOUR COMMAND FINANCIAL SPECIALIST (CFS) FOR MORE INFO.
450,AB,TRANSACTION VALID ONLY FOR HQMC 548XX RUC REPORTING.
450,AC,REASON CODE INVALID.
450,AD,REPORTED COMPONENT TYPE INVALID.
450,AE,INSTALL PLAN INVALID.
450,AF,NUMBER OF YEARS INVALID.
450,AG,FUTURE DATED EFF DT INVALID. RESUBMIT WITH BRS-CP STATEMENT OF UNDERSTANDING AGREEMENT DATE/ELECTION DATE.
452,AA,WAIVE BRS-CP RECOUPMENT CAN BE REPORTED BY DOFO ONLY.
455,BB,RPTD GEO LOCN CURRENTLY DEACTIVATED.  VERIFY RPTD GEO LOCN.
455,B,MIHA CODE MUST EQUAL R OR S.
455,L,ENCODED GEO-LCN INVALID.  BYTES 1-2 MUST BE ALPHA.  BYTES 3-5 MUST BE NUMERIC AND GREATER THAN ZERO.
455,K,NO GEOGRAPHIC LOCATION MATCH FOUND ON TABLE.
455,J,EFFECTIVE DATE INVALID-MUST BE YYYYMMDD AND CANNOT BE FUTURE DATED.
455,CC,EFFECTIVE DATE IS PRIOR TO OLDEST MIHA TABLE ED.  DISBURSING OFFICE MUST MAKE MANUAL ADJUSTMENT.
455,DD,MASTER RECORD REFLECTS DUPLICATE ENTITLEMENT.
455,H,"""INVALID AMOUNT"
456,H,OPFLY DATA APPLIES TO OFFICERS ONLY.
456,G,OPFLY BASE DATE INVALID.
456,F,"""INPUT RESTRICTED TO HQMC 54817 OR MATSG RUCS 45220"
456,I,RPTED DATE CANNOT BE GREATER THAN AVIATION SERVICE ENTRY DATE
457,AB,MBR HAS LESS THAN 6 YRS OPFLY.  GATE ONE WAIVER NOT PERMITTED.
457,AA,MBR GATE ONE PREVIOUSLY WAIVED.
457,AC,MBR DID NOT ACCRUE SUFFICIENT DIFOP TIME TO PASS GATE.
457,H,OPFLY DATA APPLIES TO OFFICERS ONLY.
457,F,INPUT ONLY AUTHORIZED BY HQMC.
457,AK,GATE PASS/WAIVE PROCESSED.  MBR MAY BE ENTL TO AVIP DUR A PREV DIFDEN ASSIGNMENT.
457,AJ,INPUT AUTH BY RUC 54817 ONLY.
457,AI,GATE INFO DELETED. VERIFY DIFOP TOTAL AND ASED AS OVERPAYMENT OF AVIP MAY OCCUR. CONTACT MMOA TO CORRECT IF NECESSARY.
457,AH,MBR GATE FAILURE POSTED TO MR.  VERIFY PREVIOUS DIFDEN AVIP ENTITLEMENT.  INITIATE CHECKAGE VIA TTC 129 IF NECESSARY.
457,AG,DELETE INFO BEING RPTD DOES NOT MATCH INFO ON MR.
457,AF,MBR GATE TWO HIGH PREVIOUSLY WAIVED.
457,AE,MBR HAS LESS THAN 6 YRS OPFLY.  GATE TWO WAIVER NOT PERMITTED.
457,AD,MBR GATE TWO LOW PREVIOUSLY WAIVED.
458,AA,OCCUPANCY STATUS MUST BE 2 OR 4 FOR FSH-O.
458,AB,BEGIN DATE FOR FSH-O MUST BE GREATER THAN OR EQUAL TO 20070101.
458,P,MASTER RECORD DOES NOT REFLECT A OHA REMARK WITH THE REPORTED HOMEOWNER-RENT-CODE.
458,N,MUST REPORT START/STOP OHA TRANSACTION TO ADJUST.
458,M,MASTER RECORD DOES NOT REFLECT A OHA REMARK WITH THE REPORTED OCCUPANCY STATUS CODE.
458,L,FIRST 2 BYTES OF JTR LOCATION CODE ARE INVALID. HAS TO BE ALL ALPHA CHARACTERS.
458,Q,MASTER RECORD INDICATES MEMBER IS IN A NON-PAY STATUS.
458,J,HOMEOWNER/RENTER CODE INVALID. MUST BE H OR R.
458,H,"""CANNOT BE FUTURE DATED OR EFFECTIVE DATE INVALID"
458,B,"""INVALID OCCUPANCY STATUS CODE REPORTED.  MUST BE 1"
458,AD,MR DOES NOT REFLECT A FSH-O REMARK FOR THE REPORTED LOCATION AND EFFECTIVE DATE.
458,AC,MR DOES NOT REFLECT AN OHA REMARK FOR THE REPORTED LOCATION AND EFFECTIVE DATE.
458,K,BYTES 3 THRU 5 OF JTR LOCATION CODE ARE INVALID. HAS TO BE ALL NUMERIC CHARACTERS.
460,AC,REVIEW BAS/DMR ENTITLEMENT/DEDUCTION WHILE IN CONFINEMENT.
460,AG,TRANSACTION FAILED.  ORIGINAL ENTRY THAT WOULD POST THIS DUTY STATUS MUST BE REPORTED.
460,B,CANNOT RPT AM MBR TO/FROM CNFT STATUS WITH DEL/ADD DUTY STATS RPT.
460,F,REPORTED DUTY STATUS INVALID.
460,FG,A TRANSACTION HAS POSTED WHICH AFFECTS LWAS. MEMBERS REQUESTED LWAS BEGIN DATE HAS BEEN CHANGED TO ZEROS.
460,G,EFFECTIVE DATE INVALID.  MUST BE YYYYMMDD AND CANNOT BE FUTURE DATED.
460,GJ,PARTIAL LOST LEAVE RESTORED.  VERIFY AND ADJUST ACCORDINGLY.
460,H,MR PAY STATUS DOES NOT REFLECT MBR CURRENTLY CONFINED.
460,I,MR REFLECTS MBR IS ALREADY CNFT AAHA PRIOR TO RPTD ED.
460,J,MR REFLECTS MBR IS ALREADY CNFT SERVING SENTENCE NJP PRIOR TO RPTD ED.
460,K,MR DUTY STATUS DOES NOT REFLECT A TO CNFT ENTRY RPTD.
460,O,"""CHG-ED IS PRIOR TO A MORE RECENT RPT OF TYPE DUTY CHANGE;E"
460,P,"""CHG NOT ACCEPTED"
460,Q,"""CHG NOT ACCEPTED"
460,L,MR DUTY STATUS DOES NOT REFLECT A FROM CNFT ENTRY RPTD.
460,M,MASTER RECORD DOES NOT REFLECT THAT THE ORIGINAL ENTRY WAS POSTED
460,N,ADD DUTY STATUS/ED MUST BE UNEQUAL TO DEL DUTY STATUS/ED.
460,NF,RETRO LV PERIOD RPTD PRIOR TO LSL PAYMENT. RESEARCH TO ENSURE LSL IS ACCURATE AND CORRECT IF REQUIRED.
461,AA,REPORTED RUC NOT VALID.
461,RR,THE ENCODED RUC CAN NOT BE 45XXX OR 46XXX.
461,DE,VERIFY R602. MANUAL ADJUSTMENT MAY BE REQD AS OTH REPORTABLE EVENT OCCURED  SINCE ATT TAD/JN FAP ED.
461,F,"""REPORTED TIME INVALID"
461,FT,FAP STATUS TERMINATED.
461,G,MASTER RECORD INDICATES YOUR RUC NOT EQUAL TO TEMPORARY RUC.
461,GJ,PARTIAL LOST LEAVE RESTORED. VERIFY AND ADJUST ACCORDINGLY.
461,IR,REPORTING UNIT MAY NOT INPUT DIARY TRANSACTIONS FOR ENCODED RUC.
461,M,INVALID RESERVE COMPONENT CODE FOR OTHER SERVICE MBR.
461,N,INVALID COMPONENT CODE FOR OTHER SERVICE MBR.
461,AB,MR REFLECTS MARINE PARTICIPATING IN A CRISIS.  REPORT STOP CRISIS TTC IF APPLICABLE.
461,NF,RETRO LV PERIOD RPTD PRIOR TO LSL PAYMENT. RESEARCH TO ENSURE LSL IS ACCURATE AND CORRECT IF REQUIRED.
462,F,REPORTED TIME INVALID MUST BE 0001 TO 2359.
462,AA,FAP REPORTING UNIT CODE IS NOT VALID.
462,G,REPORTED EFFECTIVE DATE MISSING.
462,GJ,PARTIAL LOST LEAVE RESTORED. VERIFY AND ADJUST ACCORDINGLY.
462,J,ENTRY AUTHORIZED FOR FAP RUC ONLY. REPORT 'FROM FAP' UD STMT.
462,NF,RETRO LV PERIOD RPTD PRIOR TO LSL PAYMENT. RESEARCH TO ENSURE LSL IS ACCURATE AND CORRECT IF REQUIRED.
462,FR,"""INVALID ENTRY"
462,B,RUC 548XX NOT AUTHORIZED TO INPUT THIS CHANGE.
463,F,REPORTED HELMET SIZE INVALID.
463,22,"""MEMBERS GAS MASK TYPE HAS BEEN CHANGED TO NONE"
463,G,REPORTED GAS MASK SIZE INVALID.
463,B,REPORTED GAS MASK TYPE INVALID.
464,BD,EFFECTIVE DATE LESS THAN ACTIVE DUTY AVIP-TO-DT AND LESS THAN RESERVE-UNI  T-JOIN-DATE.
464,AB,TRANSACTION NOT POSTED.  MR REFLECTS MBR IS NOT AN AVIATOR.
464,G,MBR HAS OPERATIONAL FLYING IN EFFECT AS OF DATE IN CHANGE ED.
464,KA,MASTER RECORD DOES NOT CONTAIN AVIATION SERVICE ENTRY DATE.
464,F,"""STRT OPFLY DATE MUST BE A VALID YEAR"
464,AC,AVIP NOT VALID FOR RESERVE MEMBER WITH EXISTING PMOS.  CONTACT MMOA.
465,B,MBR NOT IN RECEIPT OF OPERATIONAL FLIGHT PAY ON EFFECTIVE DATE.
465,AA,MR INDICATES ERRONEOUS OPFLY DATA.  CONTACT MMOA FOR ADJ.
465,F,"""STOP OPFLY DT MUST BE A VALID YEAR"
465,KA,MASTER RECORD DOES NOT CONTAIN AVIATION SERVICE ENTRY DATE.
465,BD,EFFECTIVE DATE LESS THAN ACTIVE DUTY AVIP-TO-DT AND LESS THAN RESERVE-UNI  T-JOIN-DATE.
465,AC,AVIP NOT VALID FOR RESERVE MEMBER WITH EXISTING PMOS.  CONTACT MMOA.
466,G,WHEN REPORTED YEARS ARE 00 MONTHS MUST BE 01 THRU 11.
466,AA,DIFOP TIME TOTAL CHANGED. VERIFY DIFOP TOTAL AND ASED AS OVERPAYMENT OF AVIP MAY OCCUR. CONTACT MMOA TO CORRECT IF NECESSARY.
466,I,"""REPORTED YEARS CAN BE 00 THRU 30"
466,J,REPORTED ADJUSTMENT PLUS FLYTIME IN MASTER RECORD EXCEEDS 30 YEAR LIMIT.
466,L,INPUT ONLY AUTHORIZED BY HQMC RUC 548XX.
466,M,ADJ RESULTED IN A NEGATIVE BAL OF OPFLY TIME.
466,H,WHEN REPORTED MONTHS ARE 00 YEARS MUST BE 01 THRU 30.
466,F,"""REPORTED ADD OPFLY YEARS AND MONTH"
467,F,REPORTING RUC NOT VALID FOR THIS TRANSACTION.
467,B,REPORTED DATE INVALID.
467,H,MR INDICATES AVIP ENTL EXISTS ON OR AFTER TRANS ED.
469,AD,REPORTED DATE INVALID. NOT YYYYMMDD FORMAT.
469,AE,BRS LUMP SUM ELECTION FAILED TO PROCESS. MEMBER DOES NOT HAVE A MCTFS BRS ELIG-ELECT REMARK.
469,AG,REPORTED BRS LUMP SUM PAYMENT ELECTION INVALID. MEMBER FAILED TO OPT INTO THE BLENDED RETIREMENT SYSTEM.
469,AH,BRS LUMP SUM PAYMENT ELECTION ALREADY ON FILE. RESEARCH AND RESUBMIT.
469,AI,BRS LUMP SUM PAYMENT ELECTION MUST BE REPORTED 90 DAYS PRIOR TO THE DATE OF RETIREMENT OR ELIGIBILITY OF RECIEVING RETIRED PAY.
469,AK,BRS LUMP SUM ELECTION FAILED TO PROCESS. MEMBER NOT APPROVED FOR RETIREMENT.
469,AC,"""REPORTED INSTALLMENT FOR BRS LUMP SUM PAYMENT INVALID. MUST BE 1"
469,AB,REPORTED PERCENTAGE FOR BRS LUMP SUM PAYMENT INVALID. MUST BE 25% OR 50%.
469,AA,REPORTED BRS LUMP SUM PAYMENT ELECTION DATE CANNOT BE ZEROS OR FUTURE DATED. RESEARCH AND RESUBMIT.
469,AF,BRS LUMP SUM ELECTION FAILED TO PROCESS. MEMBER IS NOT ELIGIBLE TO PARTICIPATE IN THE BRS PLAN.
470,F,INVALID PLATOON NUMBER FOR THIS DEPOT.
470,G,INVALID DATE OF ACTION PROCEEDS DATE-TO OF CURRENT PLATOON.
470,H,INVALID DATE OF ACTION PRECEEDS ORIGINAL TRAINING DATE.
470,LL,REPORTED RUC NOT CURRENTLY ASSIGNED IN MEMBERS MASTER FILE.
470,MM,COMPANY/PLATOON CODES CAN NOT BE EQUAL TO BLANKS.
470,NN,"""REPORTED RUC INVALID"
471,AB,BLENDED RETIREMENT TRAINING MUST BE COMPLETED PRIOR TO MAKING THIS ELECTION.
471,AC,AUTOMATIC HARDSHIP PREVIOUSLY APPROVED. THE MARINE MUST PURSUE A DISCRETIONARY HARDSHIP EXTENSION.
471,AD,REPORTED HARDSHIP EXTENSION REASON CODE NOT VALID. RESEARCH TABLE 71 GROUP 10 ITEM 85 AND RESUBMIT.
471,AE,BLENDED RETIREMENT ELIGIBILITY/ELECTION 870 REMARK DOES NOT EXIST. CONTACT MISSO FOR ASSISTANCE.
471,AF,MEMBER NOT ELIGIBLE FOR THE BRS. CONTACT YOUR MISSO FOR ASSISTANCE.
471,AG,TRANSACTION CAN ONLY BE INPUT BY HQ RUCS.
472,AE,MEMBER WAS AUTO-ENROLLED IN BRS. CONTACT YOUR MISSO FOR ASSISTANCE.
472,AF,MEMBER DID NOT ENROLL IN BRS DURING THE ELIGIBILITY TIMEFRAME. CONTACT YOUR MISSO FOR ASSISTANCE.
472,AG,MEMBER ALREADY OPTED INTO THE BRS. CONTACT YOUR MISSO IF YOU NEED FURTHER GUIDANCE.
472,AH,MEMBER MADE AN IRREVOCABLE DECISION TO OPT INTO THE BRS. CONTACT YOUR MISSO FOR ASSISTANCE.
472,AJ,MEMBER MADE AN IRREVOCABLE DECISION TO OPT OUT OF THE BRS. CONTACT YOUR MISSO FOR ASSISTANCE.
472,AK,MEMBER ALREADY OPTED OUT OF THE BRS. CONTACT YOUR MISSO IF YOU NEED FURTHER GUIDANCE.
472,AL,BLENDED RETIREMENT TRAINING MUST BE COMPLETED PRIOR TO MAKING THIS ELECTION.
472,AM,ADDRESS REQUIRED.
472,AN,STATE OR ZIP CODE INVALID. PLEASE REINPUT.
472,AP,MARINE'S ELECTION ELIGIBILITY HAS PASSED.
472,AQ,TRANSACTION CAN ONLY BE REPORTED BY HQMC. REFER TO MARADMIN 611/18 FOR BRS HARDSHIP ELECTION PROCEDURES.
472,AR,A BRS ELECTION DATE CANNOT BE LESS THAN THE BRS ELIGIBILITY DATE ON THE D870 REMARK.
472,AS,A BRS ELECTION DATE CANNOT BE POST-DATED.
472,AC,BLENDED RETIREMENT ELIGIBILITY/ELECTION 870 REMARK DOES NOT EXIST. CONTACT MISSO FOR ASSISTANCE.
472,AD,MEMBER NOT ELIGIBLE FOR THE BRS. CONTACT YOUR MISSO FOR ASSISTANCE.
473,AB,TSP ELECTION PERCENT EXCEEDED.
473,FB,YOU ARE REQUIRED TO COMPLETE TRAINING EVENT CODE 'FB' ANNUAL FINANCIAL EDUCATION (TSP) WITHIN 30 DAYS. CONTACT YOUR INSTALLATION PERSONAL FINANCIAL MANAGEMENT PROGRAM STAFF (PFM) OR YOUR COMMAND FINANCIAL SPECIALIST (CFS) FOR MORE INFO.
473,AF,TSP BASIC PAY ELECTION PERCENT EXCEEDED.
473,AG,REPORTED TSP ELECTION ALREADY ON FILE.
473,AH,TSP STOPPED DUE TO HARDSHIP. MANDATORY 6 MONTHS WAITING PERIOD IN EFFECT.
473,AI,STATE OR ZIP CODE INVALID. PLEASE REINPUT.
473,AJ,MEMBER MUST BE CURRENTLY ENROLLED IN TSP.
473,AK,AMOUNT MUST BE GREATER THAN ZEROS.
473,AM,MEMBER MUST HAVE AN OPEN TSP ADDRESS REMARK ON FILE.
473,AN,MEMBER MUST BE 50 YEARS OF AGE TO PARTICIPATE IN TSP CATCH-UP.
473,AQ,REPORTED TSP CATCH-UP ALREADY ON FILE.
473,AR,MEMBER NOT CURRENTLY ENROLLED IN TSP CATCH-UP.
473,AS,MEMBERS ELECTION OF 100% BP FOR TSP COULD RESULT IN NO DEPOSIT IF THE COMPUTED NET PAY IS LESS THAN MEMBERS BASE PAY
473,AV,"""REPORTED TSP TYPE MUST BE 'B' FOR BOTH"
473,AW,MEMBER IS AWAITING JOIN.  RESUBMIT THE TSP TRANSACTION WHEN JOINED.
473,AZ,MUST HAVE A BASIC PAY ELECTION GREATER THAN 0%.  REPORT APPROPRIATE STOP OR INCREASE OTHER TSP ELECTION BASIC PAY CONTRIBUTION.
473,BA,TSP BASIC PAY ELECTION PERCENT EXCEEDED. TOTAL PERCENTAGE FOR TRADITIONAL AND ROTH CANNOT EXCEED 100%.
473,BB,TSP ELECTION PERCENT EXCEEDED. TOTAL PERCENTAGE FOR TRADITIONAL AND ROTH CANNOT EXCEED 100%.
473,BC,TSP ROTH ELECTION ALREADY ON FILE.
473,BD,MEMBER NOT CURRENTLY ENROLLED IN TSP ROTH CATCH-UP.
473,BE,MEMBER MUST BE CURRENTLY ENROLLED IN TSP ROTH.
473,BF,TSP ROTH CATCH-UP ALREADY ON FILE.
473,BH,MEMBER MUST BE CURRENTLY ENROLLED IN TSP TRADITIONAL OR TSP ROTH.
473,BI,AT LEAST ONE ELECTION AMOUNT MUST BE GREATER THAN ZERO.
473,BK,DECLINING AUTO TSP RE-ENROLLMENT IS ONLY ALLOWED IN DECEMBER.
473,BL,TSP AUTO RE-ENROLLMENT DOES NOT APPLY TO THIS RECORD.
473,AC,ADDRESS REQUIRED.
475,AB,"""EFFECTIVE DATE INVALID.  MUST BE YYYYMMDD FORMAT"
475,BF,INSUFFICIENT DISCOUNTED MEAL RATE DATA ON MEMBER'S FILE TO PROCESS DELETE.
475,AE,"""FROM DATE INVALID.  MUST BE YYYYMMDD FORMAT"
475,AF,"""TO DATE INVALID.  MUST BE YYYYMMDD FORMAT"
475,AG,TO DATE CANNOT BE FUTURE DATED.
475,BB,NO OPEN 924 REMARK ON MEMBER'S FILE FOR DISCOUNTED MEAL RATE.
475,BC,ENTITLEMENT TO BAS IS REQUIRED BEFORE DISCOUNTED MEAL RATE CAN BE DEDUCTED.
475,BD,DISCOUNTED MEAL RATE ALREADY ON MEMBER'S FILE FOR REPORTED PERIOD.
475,BH,THE REQUIRED DISCOUNTED MEAL RATE DATA NOT ON FILE FOR THE REPORTED PERIOD.
475,BI,DISCOUNTED MEAL RATE CHECKAGE CANNOT PROCESS.  NO QUALIFYING 916 REMARK IN EFFECT DURING REPORTED PERIOD.
475,BK,RPTED ED PRIOR TO CURRENT START DATE.  RPT CHECKAGE FOR CORRECT PERIOD OF DMR.
475,BL,DMR/FLD RATS DURING LEAVE PRD. RESEARCH AND RESUBMIT.
475,CA,POSSIBLE DATE ADJUSTMENT MADE.  PLEASE REVIEW MEMBER'S DISCOUNTED MEAL RATE DATA FOR ACCURACY.
475,CB,DEL/ERR ON STOP TRANSACTION CANNOT PROCESS. MEMBER ALREADY HAS AN OPEN 924 RMK.
475,FD,SEQUENCE NOT REPORTABLE BY DO/FO; DO/FO RESTRICTED TO 002 CRED AND 003 CHEK.
475,PA,MR ALREADY CONTAINS A CHECKAGE FOR THE REPORTED EFFECTIVE DATE. VERIFY AND RESUBMIT IF APPLICABLE.
475,PB,MR ALREADY CONTAINS A CREDIT FOR THE REPORTED EFFECTIVE DATE. VERIFY AND RESUBMIT IF APPLICABLE.
475,PD,DISCOUNT-BAS-FIELD-DUTY-TABLE DOES NOT CONTAIN A RATE FOR THE REPORTED EFFECTIVE DATE. VERIFY AND RESUBMIT IF APPLICABLE.
475,PE,DISCOUNT-MEAL-RATE-TABLE DOES NOT CONTAIN A RATE FOR THE REPORTED EFFECTIVE DATE. VERIFY AND RESUBMIT IF APPLICABLE.
475,PF,MR DOES NOT CONTAIN A CHECKAGE RMK WITH FROM OR TO DATE THAT IS COMPATIBLE WITH REPORTED ONE DAY CREDIT DATE.
475,PG,MR DOES NOT CONTAIN A CREDIT FOR THE REPORTED EFFECTIVE DATE. VERIFY AND RESUBMIT IF APPLICABLE.
475,BE,INSUFFICIENT DISCOUNTED MEAL RATE DATA ON FILE FOR DELETING THE ORIGINAL TRANSACTION.
475,AC,"""IN CONFINEMENT"
476,AB,INVALID UIC.  SEE PRIUM FOR CURRENT VALUES.
476,DE,REPORT DELETE AS ERRONEOUS FOR EXISTING MEAL CREDIT VICE CHECKAGE.
476,AD,DISCOUNT MEAL CANNOT BE CHECKED FOR A STANDARD MEAL OR STANDARD MEAL CANNOT BE CHECKED FOR A DISCOUNT MEAL.
476,AE,UIC REQUIRED FOR THIS MEAL TYPE
476,AF,HISTORY REFLECTS A DIFFERENT RATE FOR A DIFFERENT MEAL. CANNOT HAVE MUTIPLE RATES ON THE SAME DAY.
476,AG,DMR/FIELD RATIONS NOT IN EFFECT FOR EFFECTIVE DATE.
476,AH,"""BREAKFAST"
476,AJ,HISTORY REFLECTS A CREDIT FOR THE SAME MEAL AT A DIFFERENT RATE
476,AK,RECORD REFLECTS A MAXIMUM OF 3 MEALS ALREADY PROCESSED FOR THIS DAY.
476,AL,"""BRUNCH CANNOT BE REPORTED ON ANY DAY THAT A BREAKFAST"
476,AM,NO CORRESPONDING MEAL CHECKAGE.
476,AN,614 MEAL HISTORY REFLECTS THE REPORTED MISSED MEAL WAS CONSUMED IN DINING FACILITY.
476,AR,INVALID DATE.
476,AS,"""INVALID MEAL RATE TYPE FOR SEQUENCE REPORTED"
476,AT,INVALID MEAL TYPE.
476,AU,INVALID MEAL RATE TYPE.
476,AV,DMR/FIELD RATIONS ARE IN EFFECT; CHECKAGE OF DISCOUNT MEAL NOT APPLICABLE.
476,BA,MBR'S RECORD REFLECTS AN EXISTING CHECKAGE FOR THIS MEAL.
476,BB,DMR/FIELD RATIONS IN EFF. STANDARD RATE APPLIES ONLY ON LV OR TDY. ENSURE LV IS RPTD OR RPT STOP OF DMR/FIELD RATIONS FOR TDY.
476,BC,MBR'S RECORD REFLECTS AN EXISTING CREDIT FOR THIS MEAL.
476,BD,INVALID TABLE READ.
476,BE,MBR HOSP. NON-COMBAT AND DMR IN EFFECT. REPORT DMR CREDIT.
476,BF,INVALID TRANSACTION. HISTORY REFLECTS CHECKAGE/CREDIT NOT BUILT BY ADMIN TTC
